symbol,year,net_profit_margin,opm_percentage,interest_coverage,debt_to_equity,compounded_sales_growth,compounded_profit_growth,roe,operating_activity,latest_health_score,health_label,profitability_score,growth_score,leverage_score,cash_conversion_ratio,cashflow_score,dividend_payout,dividend_score,trend_score,overall_score
ABB,2015.0,0.09777422576809225,0.5153018940389319,,0.0,,,,0.38204186931038786,,POOR,8.54982931100888,,20.0,0.0016683051061588989,0.020853813826986235,29.0,9.666666666666666,10,
ABB,2015.0,0.09777422576809225,0.5153018940389319,,0.0,,,,0.38204186931038786,,POOR,8.54982931100888,,20.0,0.0016683051061588989,0.020853813826986235,29.0,9.666666666666666,10,
ABB,2015.0,0.09777422576809225,0.5153018940389319,,0.0,,,,0.38204186931038786,,POOR,8.54982931100888,,20.0,0.0016683051061588989,0.020853813826986235,29.0,9.666666666666666,10,
ABB,2015.0,0.09777422576809225,0.5153018940389319,,0.0,,,,0.381067620650954,,POOR,8.54982931100888,,20.0,0.0016640507452006725,0.020800634315008407,29.0,9.666666666666666,10,
ABB,2015.0,0.09777422576809225,0.5153018940389319,,0.0,,,,0.381067620650954,,POOR,8.54982931100888,,20.0,0.0016640507452006725,0.020800634315008407,29.0,9.666666666666666,10,
ABB,2015.0,0.09777422576809225,0.5153018940389319,,0.0,,,,0.381067620650954,,POOR,8.54982931100888,,20.0,0.0016640507452006725,0.020800634315008407,29.0,9.666666666666666,10,
ABB,2015.0,0.09777422576809225,0.5153018940389319,,0.0,,,,0.381067620650954,,POOR,8.54982931100888,,20.0,0.0016640507452006725,0.020800634315008407,29.0,9.666666666666666,10,
ABB,2016.0,0.09753439939808471,0.5153018940389319,0.507522846520032,0.0,,,,0.38217436712807085,,POOR,8.3875969943314,,20.0,0.0014987230083453758,0.018734037604317196,29.0,9.666666666666666,10,
ABB,2016.0,0.09753439939808471,0.5153018940389319,0.507522846520032,0.0,,,,0.38217436712807085,,POOR,8.3875969943314,,20.0,0.0014987230083453758,0.018734037604317196,29.0,9.666666666666666,10,
ABB,2016.0,0.09753439939808471,0.5153018940389319,0.507522846520032,0.0,,,,0.38217436712807085,,POOR,8.3875969943314,,20.0,0.0014987230083453758,0.018734037604317196,29.0,9.666666666666666,10,
ABB,2016.0,0.09753439939808471,0.5153018940389319,0.507522846520032,0.0,,,,0.38217436712807085,,POOR,8.3875969943314,,20.0,0.0014987230083453758,0.018734037604317196,29.0,9.666666666666666,10,
ABB,2016.0,0.09753439939808471,0.5153018940389319,0.507522846520032,0.0,,,,0.38722097518393817,,POOR,8.3875969943314,,20.0,0.0015185136281723065,0.018981420352153833,29.0,9.666666666666666,10,
ABB,2016.0,0.09753439939808471,0.5153018940389319,0.507522846520032,0.0,,,,0.38722097518393817,,POOR,8.3875969943314,,20.0,0.0015185136281723065,0.018981420352153833,29.0,9.666666666666666,10,
ABB,2016.0,0.09753439939808471,0.5153018940389319,0.507522846520032,0.0,,,,0.38722097518393817,,POOR,8.3875969943314,,20.0,0.0015185136281723065,0.018981420352153833,29.0,9.666666666666666,10,
ABB,2016.0,0.09753439939808471,0.5153018940389319,0.507522846520032,0.0,,,,0.38722097518393817,,POOR,8.3875969943314,,20.0,0.0015185136281723065,0.018981420352153833,29.0,9.666666666666666,10,
ABB,2017.0,0.09732911531017577,0.5153018940389319,0.5155842802043157,0.0,,,,0.3824003928170595,,POOR,8.274034372657162,,20.0,0.0013805068332745831,0.01725633541593229,31.0,10.0,10,
ABB,2017.0,0.09732911531017577,0.5153018940389319,0.5155842802043157,0.0,,,,0.3824003928170595,,POOR,8.274034372657162,,20.0,0.0013805068332745831,0.01725633541593229,31.0,10.0,10,
ABB,2017.0,0.09732911531017577,0.5153018940389319,0.5155842802043157,0.0,,,,0.3824003928170595,,POOR,8.274034372657162,,20.0,0.0013805068332745831,0.01725633541593229,31.0,10.0,10,
ABB,2017.0,0.09732911531017577,0.5153018940389319,0.5155842802043157,0.0,,,,0.3824003928170595,,POOR,8.274034372657162,,20.0,0.0013805068332745831,0.01725633541593229,31.0,10.0,10,
ABB,2017.0,0.09732911531017577,0.5153018940389319,0.5155842802043157,0.0,,,,0.3897345367252775,,POOR,8.274034372657162,,20.0,0.0014069838870948647,0.01758729858868581,31.0,10.0,10,
ABB,2017.0,0.09732911531017577,0.5153018940389319,0.5155842802043157,0.0,,,,0.3897345367252775,,POOR,8.274034372657162,,20.0,0.0014069838870948647,0.01758729858868581,31.0,10.0,10,
ABB,2017.0,0.09732911531017577,0.5153018940389319,0.5155842802043157,0.0,,,,0.3897345367252775,,POOR,8.274034372657162,,20.0,0.0014069838870948647,0.01758729858868581,31.0,10.0,10,
ABB,2017.0,0.09732911531017577,0.5153018940389319,0.5155842802043157,0.0,,,,0.3897345367252775,,POOR,8.274034372657162,,20.0,0.0014069838870948647,0.01758729858868581,31.0,10.0,10,
ABB,2018.0,0.09984766424250362,0.5153221079015988,0.5085218388408215,0.0,,,,0.38180025564284825,,POOR,10.173450555401953,,20.0,0.000952120338261467,0.011901504228268339,29.0,9.666666666666666,10,
ABB,2018.0,0.09984766424250362,0.5153221079015988,0.5085218388408215,0.0,,,,0.38180025564284825,,POOR,10.173450555401953,,20.0,0.000952120338261467,0.011901504228268339,29.0,9.666666666666666,10,
ABB,2018.0,0.09984766424250362,0.5153221079015988,0.5085218388408215,0.0,,,,0.38180025564284825,,POOR,10.173450555401953,,20.0,0.000952120338261467,0.011901504228268339,29.0,9.666666666666666,10,
ABB,2018.0,0.09984766424250362,0.5153221079015988,0.5085218388408215,0.0,,,,0.38180025564284825,,POOR,10.173450555401953,,20.0,0.000952120338261467,0.011901504228268339,29.0,9.666666666666666,10,
ABB,2018.0,0.09984766424250362,0.5153221079015988,0.5085218388408215,0.0,,,,0.3897696096770171,,POOR,10.173450555401953,,20.0,0.0009719940390948058,0.012149925488685074,29.0,9.666666666666666,10,
ABB,2018.0,0.09984766424250362,0.5153221079015988,0.5085218388408215,0.0,,,,0.3897696096770171,,POOR,10.173450555401953,,20.0,0.0009719940390948058,0.012149925488685074,29.0,9.666666666666666,10,
ABB,2018.0,0.09984766424250362,0.5153221079015988,0.5085218388408215,0.0,,,,0.3897696096770171,,POOR,10.173450555401953,,20.0,0.0009719940390948058,0.012149925488685074,29.0,9.666666666666666,10,
ABB,2018.0,0.09984766424250362,0.5153221079015988,0.5085218388408215,0.0,,,,0.3897696096770171,,POOR,10.173450555401953,,20.0,0.0009719940390948058,0.012149925488685074,29.0,9.666666666666666,10,
ABB,2019.0,0.09991762893387403,0.5153221079015988,0.5263733972688418,0.0,,,,0.3831486157875047,,POOR,10.230231866239071,,20.0,0.0008514413684166771,0.010643017105208465,31.0,10.0,10,
ABB,2019.0,0.09991762893387403,0.5153221079015988,0.5263733972688418,0.0,,,,0.3831486157875047,,POOR,10.230231866239071,,20.0,0.0008514413684166771,0.010643017105208465,31.0,10.0,10,
ABB,2019.0,0.09991762893387403,0.5153221079015988,0.5263733972688418,0.0,,,,0.3831486157875047,,POOR,10.230231866239071,,20.0,0.0008514413684166771,0.010643017105208465,31.0,10.0,10,
ABB,2019.0,0.09991762893387403,0.5153221079015988,0.5263733972688418,0.0,,,,0.3831486157875047,,POOR,10.230231866239071,,20.0,0.0008514413684166771,0.010643017105208465,31.0,10.0,10,
ABB,2019.0,0.09991762893387403,0.5153221079015988,0.5263733972688418,0.0,,,,0.3913011285696471,,POOR,10.230231866239071,,20.0,0.0008695580634881047,0.01086947579360131,31.0,10.0,10,
ABB,2019.0,0.09991762893387403,0.5153221079015988,0.5263733972688418,0.0,,,,0.3913011285696471,,POOR,10.230231866239071,,20.0,0.0008695580634881047,0.01086947579360131,31.0,10.0,10,
ABB,2019.0,0.09991762893387403,0.5153221079015988,0.5263733972688418,0.0,,,,0.3913011285696471,,POOR,10.230231866239071,,20.0,0.0008695580634881047,0.01086947579360131,31.0,10.0,10,
ABB,2019.0,0.09991762893387403,0.5153221079015988,0.5263733972688418,0.0,,,,0.3913011285696471,,POOR,10.230231866239071,,20.0,0.0008695580634881047,0.01086947579360131,31.0,10.0,10,
ABB,2020.0,0.10208927751005484,0.5153423217642659,0.5036079548745034,0.0002164406877520959,,,,0.3836435341064971,,POOR,12.100159230854505,,20.0,0.00064695368314755,0.008086921039344375,90.0,10.0,10,
ABB,2020.0,0.10208927751005484,0.5153423217642659,0.5036079548745034,0.0002164406877520959,,,,0.3836435341064971,,POOR,12.100159230854505,,20.0,0.00064695368314755,0.008086921039344375,90.0,10.0,10,
ABB,2020.0,0.10208927751005484,0.5153423217642659,0.5036079548745034,0.0002164406877520959,,,,0.3836435341064971,,POOR,12.100159230854505,,20.0,0.00064695368314755,0.008086921039344375,90.0,10.0,10,
ABB,2020.0,0.10208927751005484,0.5153423217642659,0.5036079548745034,0.0002164406877520959,,,,0.3836435341064971,,POOR,12.100159230854505,,20.0,0.00064695368314755,0.008086921039344375,90.0,10.0,10,
ABB,2020.0,0.10208927751005484,0.5153423217642659,0.5036079548745034,0.0002164406877520959,,,,0.402391975308642,,POOR,12.100159230854505,,20.0,0.0006785699414985531,0.008482124268731914,90.0,10.0,10,
ABB,2020.0,0.10208927751005484,0.5153423217642659,0.5036079548745034,0.0002164406877520959,,,,0.402391975308642,,POOR,12.100159230854505,,20.0,0.0006785699414985531,0.008482124268731914,90.0,10.0,10,
ABB,2020.0,0.10208927751005484,0.5153423217642659,0.5036079548745034,0.0002164406877520959,,,,0.402391975308642,,POOR,12.100159230854505,,20.0,0.0006785699414985531,0.008482124268731914,90.0,10.0,10,
ABB,2020.0,0.10208927751005484,0.5153423217642659,0.5036079548745034,0.0002164406877520959,,,,0.402391975308642,,POOR,12.100159230854505,,20.0,0.0006785699414985531,0.008482124268731914,90.0,10.0,10,
ABB,2021.0,0.10357549455500077,0.5153726425582664,0.5001795290547506,0.0001767949900616619,,,,0.3840371305649084,,POOR,14.355207602594138,,20.0,0.0005557700876482032,0.00694712609560254,85.0,10.0,10,
ABB,2021.0,0.10357549455500077,0.5153726425582664,0.5001795290547506,0.0001767949900616619,,,,0.3840371305649084,,POOR,14.355207602594138,,20.0,0.0005557700876482032,0.00694712609560254,85.0,10.0,10,
ABB,2021.0,0.10357549455500077,0.5153726425582664,0.5001795290547506,0.0001767949900616619,,,,0.3840371305649084,,POOR,14.355207602594138,,20.0,0.0005557700876482032,0.00694712609560254,85.0,10.0,10,
ABB,2021.0,0.10357549455500077,0.5153726425582664,0.5001795290547506,0.0001767949900616619,,,,0.3840371305649084,,POOR,14.355207602594138,,20.0,0.0005557700876482032,0.00694712609560254,85.0,10.0,10,
ABB,2021.0,0.10357549455500077,0.5153726425582664,0.5001795290547506,0.0001767949900616619,,,,0.3959502431724654,,POOR,14.355207602594138,,20.0,0.0005730104821598631,0.007162631026998289,85.0,10.0,10,
ABB,2021.0,0.10357549455500077,0.5153726425582664,0.5001795290547506,0.0001767949900616619,,,,0.3959502431724654,,POOR,14.355207602594138,,20.0,0.0005730104821598631,0.007162631026998289,85.0,10.0,10,
ABB,2021.0,0.10357549455500077,0.5153726425582664,0.5001795290547506,0.0001767949900616619,,,,0.3959502431724654,,POOR,14.355207602594138,,20.0,0.0005730104821598631,0.007162631026998289,85.0,10.0,10,
ABB,2021.0,0.10357549455500077,0.5153726425582664,0.5001795290547506,0.0001767949900616619,,,,0.3959502431724654,,POOR,14.355207602594138,,20.0,0.0005730104821598631,0.007162631026998289,85.0,10.0,10,
ABB,2022.0,0.10379731400255829,0.5153827494896,0.5007763336204579,0.00016206166446332813,,,,0.3848983663798479,,POOR,14.907662864376414,,20.0,0.0004817251143677696,0.00602156392959712,73.0,10.0,10,
ABB,2022.0,0.10379731400255829,0.5153827494896,0.5007763336204579,0.00016206166446332813,,,,0.3848983663798479,,POOR,14.907662864376414,,20.0,0.0004817251143677696,0.00602156392959712,73.0,10.0,10,
ABB,2022.0,0.10379731400255829,0.5153827494896,0.5007763336204579,0.00016206166446332813,,,,0.3848983663798479,,POOR,14.907662864376414,,20.0,0.0004817251143677696,0.00602156392959712,73.0,10.0,10,
ABB,2022.0,0.10379731400255829,0.5153827494896,0.5007763336204579,0.00016206166446332813,,,,0.3848983663798479,,POOR,14.907662864376414,,20.0,0.0004817251143677696,0.00602156392959712,73.0,10.0,10,
ABB,2022.0,0.10379731400255829,0.5153827494896,0.5007763336204579,0.00016206166446332813,,,,0.39717000249407663,,POOR,14.907662864376414,,20.0,0.0004970838579400208,0.00621354822425026,73.0,10.0,10,
ABB,2022.0,0.10379731400255829,0.5153827494896,0.5007763336204579,0.00016206166446332813,,,,0.39717000249407663,,POOR,14.907662864376414,,20.0,0.0004970838579400208,0.00621354822425026,73.0,10.0,10,
ABB,2022.0,0.10379731400255829,0.5153827494896,0.5007763336204579,0.00016206166446332813,,,,0.39717000249407663,,POOR,14.907662864376414,,20.0,0.0004970838579400208,0.00621354822425026,73.0,10.0,10,
ABB,2022.0,0.10379731400255829,0.5153827494896,0.5007763336204579,0.00016206166446332813,,,,0.39717000249407663,,POOR,14.907662864376414,,20.0,0.0004970838579400208,0.00621354822425026,73.0,10.0,10,
ABB,2023.0,0.10522032850938826,0.5153928564209335,0.5026972792661315,0.00010657269447493093,,,,0.38468403167477244,,POOR,15.893544599756115,,20.0,0.0004053572515013408,0.00506696564376676,73.0,10.0,10,
ABB,2023.0,0.10522032850938826,0.5153928564209335,0.5026972792661315,0.00010657269447493093,,,,0.38468403167477244,,POOR,15.893544599756115,,20.0,0.0004053572515013408,0.00506696564376676,73.0,10.0,10,
ABB,2023.0,0.10522032850938826,0.5153928564209335,0.5026972792661315,0.00010657269447493093,,,,0.38468403167477244,,POOR,15.893544599756115,,20.0,0.0004053572515013408,0.00506696564376676,73.0,10.0,10,
ABB,2023.0,0.10522032850938826,0.5153928564209335,0.5026972792661315,0.00010657269447493093,,,,0.38468403167477244,,POOR,15.893544599756115,,20.0,0.0004053572515013408,0.00506696564376676,73.0,10.0,10,
ABB,2023.0,0.10522032850938826,0.5153928564209335,0.5026972792661315,0.00010657269447493093,,,,0.3959229642100013,,POOR,15.893544599756115,,20.0,0.00041720017303477477,0.005215002162934685,73.0,10.0,10,
ABB,2023.0,0.10522032850938826,0.5153928564209335,0.5026972792661315,0.00010657269447493093,,,,0.3959229642100013,,POOR,15.893544599756115,,20.0,0.00041720017303477477,0.005215002162934685,73.0,10.0,10,
ABB,2023.0,0.10522032850938826,0.5153928564209335,0.5026972792661315,0.00010657269447493093,,,,0.3959229642100013,,POOR,15.893544599756115,,20.0,0.00041720017303477477,0.005215002162934685,73.0,10.0,10,
ABB,2023.0,0.10522032850938826,0.5153928564209335,0.5026972792661315,0.00010657269447493093,,,,0.3959229642100013,,POOR,15.893544599756115,,20.0,0.00041720017303477477,0.005215002162934685,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,6.746516338748481e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.3859310699588478,,POOR,17.41752606342681,,20.0,0.0003213414404320131,0.004016768005400164,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
ABB,2024.0,0.1079070606781015,0.5154130702836004,0.50746203829181,5.123550730802233e-05,,,,0.40473406908592097,,POOR,17.41752606342681,,20.0,0.0003369975596052631,0.004212469495065789,73.0,10.0,10,
