symbol,year,sales,net_profit,borrowings,operating_profit,sales_zscore,net_profit_zscore,borrowings_zscore,operating_profit_zscore,zscore_anomaly,isolation_flag,isolation_anomaly,final_anomaly
ADANIPORTS,2013.0,3577,1639,11620.0,2382.0,0.5306586475153224,0.41251181873616316,0.30509186169439007,0.49209193198290596,False,1,False,False
ADANIPORTS,2014.0,4830,1741,12979.0,2919.0,0.5199329234257752,0.4024094517308197,0.298990429641986,0.4707193597997966,False,1,False,False
ADANIPORTS,2015.0,6152,2324,17776.0,3902.0,0.508616556908312,0.3446674912983176,0.2774535867020434,0.4315960107197287,False,1,False,False
ADANIPORTS,2016.0,7109,2856,22342.0,4577.0,0.5004246032341726,0.2919767143684871,0.25695385252156017,0.40473104568509405,False,1,False,False
ADANIPORTS,2017.0,8439,3902,22214.0,5418.0,0.4890397564352118,0.188377931156828,0.2575285275051567,0.37125928924934926,False,1,False,False
ADANIPORTS,2018.0,11323,3690,22370.0,7157.0,0.46435261495536007,0.20937500767773787,0.2568281423688984,0.3020471793304906,False,1,False,False
ADANIPORTS,2019.0,10925,4045,27712.0,6596.0,0.4677595089598611,0.17421480878659162,0.23284444110036107,0.3243749502703869,False,1,False,False
ADANIPORTS,2020.0,11873,3785,30242.0,5947.0,0.4596445956024064,0.19996594036883958,0.22148563087771045,0.3502051166518356,False,1,False,False
ADANIPORTS,2021.0,12550,5049,35855.0,8688.0,0.45384945178067976,0.07477582375360332,0.1962852349173398,0.24111345863711925,False,1,False,False
ADANIPORTS,2022.0,17119,4953,47935.0,9528.0,0.41473865101041535,0.0842839338762795,0.14205028334041522,0.20768150214957393,False,1,False,False
ADANIPORTS,2023.0,20852,5391,53434.0,10947.0,0.38278403965664054,0.040903181441569465,0.11736170728731023,0.15120537565454198,False,1,False,False
ADANIPORTS,2024.0,26711,8104,49470.0,15589.0,0.33263079349490293,0.22779997233781027,0.13515867318556596,0.033545983887345414,False,1,False,False
ADANIPORTS,2024.0,26711,8104,50485.0,15589.0,0.33263079349490293,0.22779997233781027,0.13060168015157766,0.033545983887345414,False,1,False,False
ADANIPORTS,2019.0,28443,9743,6695.0,17165.0,0.3178048125506924,0.3901311441197503,0.3272033796179293,0.09627070224969236,False,1,False,False
ADANIPOWER,2013.0,6692,-2295,41795.0,960.0,0.5039941379072301,0.8021462481383305,0.1696167239598123,0.5486874583225363,False,1,False,False
ADANIPOWER,2014.0,15328,-291,44150.0,4593.0,0.43006967403067,0.6036644493274653,0.15904360219129762,0.40409424651390274,False,1,False,False
ADANIPOWER,2015.0,18683,-816,44742.0,4678.0,0.40135075597765246,0.6556619265608506,0.15638573039216358,0.40071125091694876,False,1,False,False
ADANIPOWER,2016.0,25377,551,52729.0,8802.0,0.34404988043461243,0.5202704001264931,0.12052690934540061,0.23657626454238095,False,1,False,False
ADANIPOWER,2017.0,22616,-6174,52484.0,5980.0,0.36768413758644,1.1863333227827144,0.12162687318119089,0.3488917183612535,False,1,False,False
ADANIPOWER,2018.0,20304,-2103,52835.0,5436.0,0.38747493893921986,0.7831300278929781,0.12005100662460973,0.370542890181759,False,1,False,False
ADANIPOWER,2019.0,23884,-984,46980.0,4983.0,0.3568300129690849,0.6723011192755339,0.1463378974758426,0.38857226671611383,False,1,False,False
ADANIPOWER,2020.0,26468,-2275,55199.0,5734.0,0.33471088204538973,0.8001653918627729,0.1094374780213109,0.3586825056183203,False,1,False,False
ADANIPOWER,2021.0,26221,1270,52519.0,8688.0,0.3368252107366253,0.4490586170201997,0.1214697354903637,0.24111345863711925,False,1,False,False
ADANIPOWER,2022.0,27711,4912,49145.0,9881.0,0.32407075830771437,0.08834468924117245,0.13661780888610406,0.19363212043516498,False,1,False,False
ADANIPOWER,2023.0,38773,10727,42350.0,10096.0,0.22937964906703484,0.48758927287718107,0.16712496914812414,0.18507513157228137,False,1,False,False
ADANIPOWER,2024.0,50351,20829,34616.0,18228.0,0.130271561669766,1.4881197776612924,0.20184790917262205,0.13857804718571698,False,1,False,False
ADANIPOWER,2024.0,50351,20829,37705.0,18228.0,0.130271561669766,1.4881197776612924,0.1879793855450459,0.13857804718571698,False,1,False,False
ADANIPOWER,2019.0,54650,12686,6695.0,20965.0,0.0934719704000425,0.6816141450680417,0.3272033796179293,0.24751050540763553,False,1,False,False
AMBUJACEM,2012.0,9749,1292,60.0,2473.0,0.47782611033999484,0.44687967511708643,0.35699219615045363,0.4884701366967552,False,1,False,False
AMBUJACEM,2013.0,9161,1278,48.0,1669.0,0.4828594110300617,0.4482662745099767,0.3570460719301658,0.52046929504912,False,1,False,False
AMBUJACEM,2014.0,9955,1487,34.0,1934.0,0.476062743091434,0.42756632643040043,0.3571089270064967,0.5099223087762634,False,1,False,False
AMBUJACEM,2015.0,9437,808,35.0,1542.0,0.48049684131839765,0.4948163969855788,0.35710443735818737,0.5255238884704513,False,1,False,False
AMBUJACEM,2016.0,20094,1434,29.0,3181.0,0.3892725463285294,0.43281559556062793,0.35713137524804345,0.4602917733715384,False,1,False,False
AMBUJACEM,2017.0,23609,1945,24.0,3858.0,0.35918402264556176,0.38220471772013287,0.3571538234895902,0.4333472084405049,False,1,False,False
AMBUJACEM,2018.0,26041,2973,40.0,4011.0,0.3383660170703192,0.2803887051564755,0.3570819891166406,0.4272578163659877,False,1,False,False
AMBUJACEM,2019.0,27104,2783,41.0,4597.0,0.3292666996663378,0.29920683977427215,0.3570774994683312,0.4039350467211049,False,1,False,False
AMBUJACEM,2020.0,24516,3107,471.0,5006.0,0.35142007073078174,0.26711696811024005,0.3551469506953116,0.3876568679075263,False,1,False,False
AMBUJACEM,2021.0,28965,3711,477.0,6210.0,0.31333647418298,0.20729510858840247,0.3551200128054555,0.33973773027537796,False,1,False,False
AMBUJACEM,2023.0,38937,3024,523.0,5122.0,0.22797580329633593,0.2753375216538038,0.3549134889832255,0.38304007391638906,False,1,False,False
AMBUJACEM,2024.0,33160,4738,699.0,6400.0,0.27742712657272406,0.105578138838523,0.35412331088078025,0.3321757401174808,False,1,False,False
AMBUJACEM,2024.0,33160,4738,779.0,6400.0,0.27742712657272406,0.105578138838523,0.3537641390160324,0.3321757401174808,False,1,False,False
AMBUJACEM,2019.0,32850,3871,6695.0,5822.0,0.2800807374807525,0.1914482583839422,0.3272033796179293,0.3551801101767679,False,1,False,False
APOLLOHOSP,2013.0,3769,303,1213.0,612.0,0.5290151207593823,0.5448330179434066,0.3518156316497753,0.5625378402959479,False,1,False,False
APOLLOHOSP,2014.0,4357,315,1344.0,676.0,0.5239818200693154,0.5436445041780721,0.35122748772125073,0.5599906436111826,False,1,False,False
APOLLOHOSP,2015.0,5129,335,1992.0,737.0,0.5173734729048058,0.5416636479025145,0.34831819561679317,0.5575628467710155,False,1,False,False
APOLLOHOSP,2016.0,6150,235,2834.0,684.0,0.5086336769786863,0.5515679292803022,0.3445379117403221,0.5596722440255869,False,1,False,False
APOLLOHOSP,2017.0,7256,131,3125.0,734.0,0.4991662780616558,0.5618683819132013,0.34323142408230184,0.5576822466156139,False,1,False,False
APOLLOHOSP,2018.0,8243,60,3427.0,801.0,0.4907175233319008,0.5689004216914306,0.3418755502928787,0.5550156500862502,False,1,False,False
APOLLOHOSP,2019.0,9617,200,3673.0,1070.0,0.4789560349847037,0.5550344277625279,0.3407710968087791,0.5443094640205958,False,1,False,False
APOLLOHOSP,2020.0,11247,432,3596.0,1591.0,0.4650031776295864,0.5320564949660604,0.3411167997285989,0.5235736910086778,False,1,False,False
APOLLOHOSP,2021.0,10560,137,4160.0,1140.0,0.4708839218031849,0.5612741250305341,0.3385846380821266,0.5415234676466337,False,1,False,False
APOLLOHOSP,2022.0,14663,1108,4068.0,2189.0,0.4357620974301504,0.4651035528522157,0.3389976857265866,0.4997733219854015,False,1,False,False
APOLLOHOSP,2023.0,16612,844,4332.0,2065.0,0.4190785888503199,0.4912508556895752,0.3378124185729187,0.5047085155621344,False,1,False,False
APOLLOHOSP,2024.0,19059,935,5333.0,2394.0,0.3981321827472696,0.4822379596357884,0.3333182806152613,0.4916143326045125,False,1,False,False
APOLLOHOSP,2024.0,19059,935,7371.0,2394.0,0.3981321827472696,0.4822379596357884,0.32416837736080995,0.4916143326045125,False,1,False,False
APOLLOHOSP,2019.0,20469,1224,6695.0,2745.0,0.3860625331333337,0.45361458645398206,0.3272033796179293,0.4776445507865025,False,1,False,False
ASIANPAINT,2013.0,10504,1160,251.0,1737.0,0.4713632837736675,0.45995332653576615,0.3561346733233682,0.5177628985715569,False,1,False,False
ASIANPAINT,2013.0,10504,1160,251.0,1737.0,0.4713632837736675,0.45995332653576615,0.3561346733233682,0.5177628985715569,False,1,False,False
ASIANPAINT,2014.0,12220,1263,249.0,2004.0,0.45667426339245193,0.44975191671664483,0.3561436526199869,0.5071363124023014,False,1,False,False
ASIANPAINT,2014.0,12220,1263,249.0,2004.0,0.45667426339245193,0.44975191671664483,0.3561436526199869,0.5071363124023014,False,1,False,False
ASIANPAINT,2015.0,13615,1427,418.0,2243.0,0.44473301430632395,0.43350889525707303,0.35538490205570705,0.49762412478263074,False,1,False,False
ASIANPAINT,2015.0,13615,1427,418.0,2243.0,0.44473301430632395,0.43350889525707303,0.35538490205570705,0.49762412478263074,False,1,False,False
ASIANPAINT,2016.0,14271,1803,323.0,2725.0,0.43911763122352826,0.39626879727659137,0.3558114186450951,0.4784405497504916,False,1,False,False
ASIANPAINT,2016.0,14271,1803,323.0,2725.0,0.43911763122352826,0.39626879727659137,0.3558114186450951,0.4784405497504916,False,1,False,False
ASIANPAINT,2017.0,15062,2016,560.0,2994.0,0.43234664339046214,0.3751726779419036,0.3547473719957796,0.46773436368483723,False,1,False,False
ASIANPAINT,2017.0,15062,2016,560.0,2994.0,0.43234664339046214,0.3751726779419036,0.3547473719957796,0.46773436368483723,False,1,False,False
ASIANPAINT,2018.0,16825,2098,533.0,3204.0,0.41725530135544875,0.3670511672121177,0.35486859250013203,0.4593763745629509,False,1,False,False
ASIANPAINT,2018.0,16825,2098,533.0,3204.0,0.41725530135544875,0.3670511672121177,0.35486859250013203,0.4593763745629509,False,1,False,False
ASIANPAINT,2019.0,19240,2208,1320.0,3765.0,0.39658281637838844,0.3561564576965513,0.35133523928067506,0.43704860362305453,False,1,False,False
ASIANPAINT,2019.0,19240,2208,1320.0,3765.0,0.39658281637838844,0.3561564576965513,0.35133523928067506,0.43704860362305453,False,1,False,False
ASIANPAINT,2020.0,20211,2774,1118.0,4157.0,0.3882710222116284,0.300098225098273,0.3522421482391634,0.42144702392886674,False,1,False,False
ASIANPAINT,2020.0,20211,2774,1118.0,4157.0,0.3882710222116284,0.300098225098273,0.3522421482391634,0.42144702392886674,False,1,False,False
ASIANPAINT,2021.0,21713,3207,1093.0,4856.0,0.37541384936047123,0.25721268673245234,0.3523543894468971,0.3936268601374451,False,1,False,False
ASIANPAINT,2021.0,21713,3207,1093.0,4856.0,0.37541384936047123,0.25721268673245234,0.3523543894468971,0.3936268601374451,False,1,False,False
ASIANPAINT,2022.0,29101,3085,1587.0,4804.0,0.31217230939752233,0.26929591001335335,0.3501365031820792,0.39569645744381693,False,1,False,False
ASIANPAINT,2022.0,29101,3085,1587.0,4804.0,0.31217230939752233,0.26929591001335335,0.3501365031820792,0.39569645744381693,False,1,False,False
ASIANPAINT,2023.0,34489,4195,1933.0,6260.0,0.2660508398089505,0.1593583867199101,0.3485830848670447,0.33774773286540505,False,1,False,False
